input,candidate,reference
Senator Chris Murphy of Connecticut said he spoke with European Parliament members and others this week and is concerned about their threats to stop participating in anti-terrorist organizations because of frustration over surveillance by the National Security Agency.,"Senator Chris Murphy von Connecticut erklärte, er habe mit Mitgliedern des Europäischen Parlaments und anderen in dieser Woche gesprochen und ist besorgt über ihre Drohungen, sich an Antiterrorganisationen wegen der Frustration der Überwachung durch die Nationale Sicherheitsbehörde zu beteiligen.","Senator Chris Murphy aus Connecticut sagte, er habe diese Woche mit Vertretern des Europäischen Parlaments und anderen Personen gesprochen und sei besorgt wegen ihrer Drohungen, sich aufgrund der Frustration über die Überwachung durch die National Security Agency nicht mehr an Anti-Terror-Organisationen zu beteiligen."
"Critics such as Sen. Claire McCaskill, D-Mo., contend there is no valid safety reason for the prohibitions.","Kritiker wie Sen. Claire McCaskill, D-Mo., behält keinen gültigen Sicherheitsgrund für die Verbote.","Kritiker wie die demokratische Senatorin Claire McCaskill aus Missouri vertreten die Ansicht, es gebe keine gültigen Sicherheitsgründe für das Verbot."
"All the victims were seriously injured, with one man almost losing a leg.","Alle Opfer wurden schwer verletzt, wobei ein Mann fast ein Bein verliert.","Alle Opfer wurden schwer verletzt, ein Mann hätte fast sein Bein verloren."
"Already the stamp duty take for residential property in the boroughs of Westminster and Kensington & Chelsea, which stood at £708 million in the 2012/13 tax year, exceeds the combined total for Northern Ireland, Wales, Scotland, the North East, North West and Yorkshire and the Humber put together.","Bereits der Stempel für Wohnobjekte in den Stadtteilen Westminster und Kensington Chelsea & Chelsea, der im Steuerjahr 2012/13 auf £ zugeschnitten hatte, übersteigt die Gesamtsumme für Nordirland, Wales, Schottland, Nordosten, Nordwesten, Nordwesten und Humber gemeinsam.","Bereits jetzt übersteigen die Einnahmen aus der Stempelsteuer für Wohneigentum in den Bezirken Westminster und Kensington & Chelsea, die im Steuerjahr 2012/13 bei 708 Millionen Pfund lagen, die Erlöse für Nordirland, Wales, Schottland, den Nordosten, Nordwesten, Yorkshire und die Region Humber zusammengenommen."
In August of this year there were two breakdowns in a single week.,Im August dieses Jahres gab es in einer Woche zwei Aufschlüsse.,Im August dieses Jahres hatte es allein in einer Woche zwei Pannen gegeben.
The 40 year-old hopes to have his best striker (with six goals) in the team.,"Die 40 Jahre alte Hoffnung, seine beste Schuhe (mit sechs Ziele) im Team zu haben.","Der 40-Jährige hofft, seinen mit sechs Treffern besten Torschützen dabei zu haben."
"""People think the ones responsible for the future of the country are the government and the president, and he should be the one to find solutions for the problems,"" he says.","""Die Menschen denken, die für die Zukunft des Landes verantwortlich sind, die Regierung und der Präsident, und er sollte diejenige sein, die Lösungen für die Probleme finden"", sagt er.","„Die Menschen denken, dass die Regierung und der Präsident für die Zukunft des Landes verantwortlich sind und er derjenige sein sollte, der Lösungen für die Probleme findet“, erklärt er."
The councillors agreed to have an investigation conducted as to what costs the planned widening of the road would incur.,"Die Stadtratsvertreter haben vereinbart, eine Untersuchung darüber zu führen, welche Kosten die geplante Erweiterung des Straßenverkehrs kosten.","Die Räte kamen überein, untersuchen zu lassen, welche Kosten die angedachte Verbreiterung der Straße verursachen würde."
Someone in the German parliament says we should build a German Google.,"Jemand im deutschen Parlament sagt, wir sollen ein deutsches Google bauen.","Im Bundestag wurde vorgeschlagen, wir sollten ein deutsches Google aufbauen."
How important are Yahoo and Google within the e-mail market in Germany?,Wie wichtig sind Yahoo und Google innerhalb des E-Mail-Markets in Deutschland?,Wie wichtig sind Yahoo und Google auf dem E-Mail-Markt in Deutschland?
One thing I do look forward to every Halloween are the trends.,Eines freut mich auf jeden Halloween.,"Eine Sache, auf die ich mich jedes Halloween dann doch wieder freue, sind die Trendwerte."
"Stevie Rochelle Bamford was initially found guilty by a Phuket provincial court on June 15 of making false claims after telling Thai police a local taxi driver, with two other men restraining her, carried out the assault in the early hours of Sunday June 10.","Stevie Rochelle Bamford wurde ursprünglich von einem Phuket Provinzgericht am 15. Juni gefunden, nachdem sie die thailändische Polizei einen Taxifahrer erzählt, mit zwei weiteren Männern belegte sie den Angriff in den frühen Sonntagszeiten vom 10. Juni.","Stevie Rochelle Bamford wurde zunächst von einem Provinzgericht in Phuket am 15. Juni für schuldig befunden, eine Falschaussage gemacht zu haben, nachdem sie der thailändischen Polizei gegenüber angegeben hatte, ein lokaler Taxifahrer habe sie in den Morgenstunden am Sonntag, dem 10. Juni, vergewaltigt, während zwei andere Männer sie festhielten."
"""The Government has come up with an emergency rescue package we believe will address the unique challenges faced by the state,"" Ms Plibersek said today.","""Die Regierung hat ein Notfallpaket aufgekommen, das wir unserer Ansicht nach den einzigartigen Herausforderungen, denen der Staat gegenübersteht, begegnen werden"", sagte Frau Plibersek heute.","„Die Regierung hat ein Notfallrettungspaket geschnürt, das unserer Ansicht nach die einzigartigen Herausforderungen angeht, denen sich der Bundesstaat gegenüber sieht“, erklärte Plibersek heute."
A master of science fiction.,Ein Meister der Naturforschung.,Ein Meister der Science Fiction.
"However, we are always interested in regulatory developments that could benefit passengers and we will certainly be taking a close look at the FAA's decision and the reasons behind it.","Wir sind jedoch stets an den regulatorischen Entwicklungen interessiert, die den Fluggästen zugute kommen können, und wir werden sicherlich die Entscheidung der FAA und die Gründe dahinter betreffen.","Wir sind allerdings immer an Entwicklungen bei Regelungen interessiert, von denen Passagiere profitieren können, und werden uns die FAA-Entscheidung sowie die Gründe dahinter sicherlich genau ansehen."
Persons seriously injured following collision,"Menschen, die nach Kollision schwer verletzt werden, haben schwer verletzt",Schwerverletzte nach Zusammenstoß
"Of course, drivers must also play their part and keep their eyes on the road.",Natürlich müssen die Fahrer auch ihren Teil beitragen und die Augen auf der Straße halten.,Natürlich müsse der Autofahrer hier als Partner mitdenken und die Fahrbahn beobachten.
"Girls who blossom early need reassurance that, even when it happens ahead of schedule, the process is a normal part of life.","Mädchen, die frühzeitig aufblühen müssen, müssen sich überzeugen, dass selbst wenn es vor einem Zeitplan geschieht, der Prozess ein normaler Bestandteil des Lebens ist.","Mädchen, die früh erblühen, brauchen die Versicherung, das der Prozess ein normaler Teil des Lebens ist, selbst wenn er früher als gedacht eintritt."
E-mail is short for electronic mail.,E-Mail ist für elektronische Post kurz.,E-Mail heißt ja eigentlich elektronischer Brief.
"Even after 60 years he still finds great pleasure from singing with the choir, which has achieved much more than popularity during this period.","Auch nach 60 Jahren findet er noch immer großes Vergnügen vom Singen mit dem Chor, der in dieser Zeit viel mehr als Popularität erreicht hat.",Auch nach 60 Jahren macht ihm das Singen mit dem inzwischen wohl mehr als lieb gewonnenen Chor immer noch großen Spaß.
"However, anyone who takes a closer look on parking level D2 will discover an archaeological site, cordoned off by metal railings.","Jeder, der sich näher auf dem Parkplatz D2 auswirkt, wird eine archäologische Fundstelle, die von Metallverlegungen abgeschlossen wird, entdecken.","Doch wer genauer hinschaut, entdeckt im Parkdeck D2 eine durch Metallgitterstäbe abgetrennte archäologische Fundstelle."
"Earlier this evening online server trackers noted the NSA's website had been down for at least six hours, and the site continues to be inaccessible for some users.","Anfang heißen Sommerabend hat die Online-Webseite der NSA mindestens sechs Stunden gesunken, und die Website ist für einige Benutzer nach wie vor unzugänglich.","In den frühen Abendstunden war Online-Server-Trackern aufgefallen, dass die NSA-Website mindestens sechs Stunden lang nicht erreichbar war und dies für manche Nutzer auch weiterhin nicht ist."
Pressure has been building on the FAA in recent years to ease restrictions on their use.,"Druck hat in den letzten Jahren auf der FAA aufgebaut, um Beschränkungen für ihre Verwendung zu erleichtern.","In den letzten Jahren hat sich der Druck auf die FAA erhöht, Einschränkungen für den Gebrauch zu lockern."
"Israeli television broadcaster Channel 2 showed satellite images of the base in Latakia, in which Russian S-125 Newa-type defence missiles and a battery of SA-3 missiles could be seen, which according to Channel 2 have a range of 35 kilometres and can transport warheads weighing up to 70 kilograms.","Der Kanal 2 zeigte Satellitenbilder der Basis in der NPM, in denen die russischen S-125-Nea-Typ-Raketen und eine Batterie von SA-3-Raketen sichtbar waren, die nach Kanal 2 eine Auswahl von 35 Kilometern und kann Sprengköpfen bis zu 70 Kilogramm transportieren.","Der israelische Fernsehsender Channel 2 zeigte Satellitenbilder des Stützpunktes in Latakia, auf denen russische Abwehrraketen vom Typ S-125 Newa sowie eine Batterie von SA-3 Raketen zu sehen waren, die Channel 2 zufolge eine Reichweite von 35 Kilometern haben und Sprengköpfe bis zu 70 Kilogramm transportieren können."
"While Daley characterized the research as ""due diligence,"" Martin told CNN's Anderson Cooper that the re-election campaign made a significant investment in finding out whether the move would pay dividends at the polls.","Während Daley die Forschung als ""fähig"" bezeichnet hatte, erzählte Martin die Cooper-Kampagne CNN, dass die Wiederwahlkampagne eine signifikante Investition durch die Entwicklung der Aktionen bewirkte, ob der Umzug bei den Umständen zu zahlen wäre.","Während Daley die Untersuchungen als „gebotene Sorgfalt“ bezeichnete, sagte Martin gegenüber Anderson Cooper von CNN, dass während der Kampagne für die Wiederwahl erheblicher Aufwand betrieben worden sei, um herauszufinden, ob ein solcher Zug sich im Hinblick auf die Wahlurnen auszahle."
"As America's road planners struggle to find the cash to mend a crumbling highway system, many are beginning to see a solution in a little black box that fits neatly by the dashboard of your car.","Als Amerikas Roadmapplaner kämpfen, um die Geld zu finden, um eine schleichende Autobahn zu finden, beginnen sie eine Lösung in einer kleinen schwarzen Box, die durch die Tragd des Fahrzeugs passt.","US-amerikanische Straßenplaner sind auf der Suche nach einer Geldquelle, um das verfallende Highway-System zu reparieren, und glauben die Lösung in einem kleinen schwarzen Kasten gefunden zu haben, der im Armaturenbrett jedes Autos Platz findet."
Second place was taken by the Michael Klippel / Sadmin Osmicic partnership.,Zweiter Platz wurde von der Partnerschaft von Michael Klippel / Sadmin Osmic.,Den zweiten Platz belegte das Doppel Michael Klippel/Sadmin Osmicic.
"The committee considers the reconstruction of the ""Vor Heubach"" and 'Vor Kuhbach"" railway crossings, for which the crossing agreements have already been reached with Deutsche Bahn, to be unproblematic.","Der Ausschuss betrachtet den Wiederaufbau der ""Vor Heubach"" und ""Vor Kuhbach"" Bahn, für die bereits die Überführungsvereinbarungen mit der Deutschen Bahn erreicht wurden, als unproblematisch.","Als unproblematisch betrachtet das Gremium die Umbauten an den Bahnübergängen ""Vor Heubach"" und ""Vor Kuhbach"", für die bereits Kreuzungsvereinbarungen mit der Bahn getroffen wurden."
"However, Swabian traditional clothing is also permitted.",Aber auch schwäbische Kleidung ist zulässig.,Doch auch schwäbische Tracht ist erlaubt.
"But depressed and knowing something was wrong, he demanded medical records.","Aber depressiv und weil er etwas falsch kennt, fordert er medizinische Aufzeichnungen.","Doch da er depressiv war und wusste, dass etwas nicht stimmte, verlangte er seine medizinischen Akten."
He could only enter the factory when wearing hair protection and a white coat.,"Er konnte nur in die Fabrik gelangen, wenn Haarschutz und ein weißes Fell tragen.",Nur mit Haar-Schutz und Kittel kommt er ins Innere der Fabrik.
On Friday morning (local time) an unknown suspect fired shots at the LAX Airport.,"Am Freitag Morgen (lokale Zeit) ein unbekannter Verdacht, dass am Flughafen LAX Schüsse entlassen wurden.",Ein Unbekannter hat am Freitagvormittag (Ortszeit) am LAX-Flughafen Schüsse abgefeuert.
"Häußler commented that the flood that found Gechingen unprepared on 15 May 2009, was a decisive event in raising the question of protective measures for the future.","Häußler kommentierte, dass die Flut, die am 15. Mai 2009 nach Gechingen unvorbereitet gefunden hatte, ein entscheidendes Ereignis bei der Aufhebung der Schutzmaßnahmen für die Zukunft war.","Das Hochwasser, das Gechingen am 15. Mai 2009, unvorbereitet traf, sei ein einschneidendes Ereignis gewesen, das die Frage nach Schutzmaßnahmen für die Zukunft aufwarf, so Häußler."
"The extremely constructive discussions between the six committees and the full-time members of the pastoral care team addressed topics ranging from perceptions and expectations regarding the 2015 reforms, to concrete proposals regarding the future composition and size of the Parish Council.",Die äußerst konstruktiven Diskussionen zwischen den sechs Ausschüssen und den Vollzeitmitgliedern des pastoral-Teams thematisierten Themen von der Wahrnehmung und den Erwartungen der Reformen 2015 bis hin zu konkreten Vorschlägen zur Zukunftszusammensetzung und Größe des Parish-Rates.,Von den Vorstellungen und Erwartungen an die Neuerungen 2015 bis hin zu konkreten Vorschlägen über die künftige Zusammensetzung und die Größe des Pfarrgemeinderats reichten die äußerst konstruktiven Gespräche der sechs Gremien mit den Hauptamtlichen des Seelsorgeteams.
"The matches were doubles matches with a long set up to nine points, or a maximum duration of 45 minutes.",Die Spiele waren Doppelzugspielen mit einer langen Einrichtung bis zu neun Punkte oder einer maximalen Dauer von 45 Minuten.,Gespielt wurde im Doppelmodus mit einem langen Satz bis zu neun Punkten oder maximal 45 Minuten Dauer.
"In 2006 she set herself the task, ""Become one, remain five"" and came to realise that the task is really not that simple.","2006 setzte sie sich selbst die Aufgabe, ""Become one, bleibe fünf"" und kam zu erkennen, dass die Aufgabe ist wirklich nicht so einfach.","Sie hatten sich 2006 zur Aufgabe gemacht, ""Eins werden, fünf bleiben"" und mussten feststellen, dass das gar nicht so einfach ist."
"This way, you are OK -- raise the child, love the child.","So sind Sie in Ordnung -- Erhöhung des Kindes, Liebe zum Kind.",Auf diese Weise ist alles in Ordnung – man zieht das Kind groß und liebt es.
This was announced by Ulrich Knobel of the organising Illmensee Sports Club.,Dies wurde von Ulrich Knobel von der Organisation Illmensee Sports Club angekündigt.,Das teilt Ulrich Knobel vom veranstaltenden Sportverein Illmensee mit.
"Speaking to an open government conference in London via video link, Mr Kerry said: ""There is no question that the President and I and others in government have actually learned of some things that had been happening on an automatic pilot because the ability has been there, going back to World War Two and to the very difficult years of the Cold War, and then, of course, 9/11.""","Apropos einer offenen Regierungskonferenz in London über Video-Link sagte Herr Kerry: ""Es gibt keine Frage, dass der Präsident und ich und andere Regierungsstellen eigentlich von einigen Dingen gelernt haben, die bei einem Automatensystem geschehen, weil die Fähigkeiten dort gewesen sind, zwei und in die sehr schwierigen Jahre des Kalten Krieges zurückgekehrt sind, und dann natürlich 9/11"".","Bei einer per Videoverbindung übertragenen Rede auf der Open Government-Konferenz in London sagte Kerry: „Ganz ohne Frage haben der Präsident und ich sowie andere in der Regierung von einigen Dingen erfahren, die quasi per Autopilot abgelaufen sind, einfach weil die Fähigkeit dazu bestand, was noch auf den Zweiten Weltkrieg und die schwierigen Jahre des Kalten Krieges sowie natürlich auf den 11. September zurückgeht.“"
Globe-trotting jet sellers even carry tape measures to check on competing layouts.,"Globe-trotting Jet-Verkaufstellungen tragen sogar Klebeband-Maßnahmen, um konkurrierende Layouts zu prüfen.","Die weltreisenden Jet-Verkäufer tragen sogar Bandmaß bei sich, um die Einrichtung bei der Konkurrenz nachzumessen."
"But the House leadership killed the proposal, acting on concerns of rural lawmakers representing constituents whose daily lives often involve logging lots of miles to get to work or into town.","Aber die Führung des Hauses hat den Vorschlag getötet, und zwar in Bezug auf die Bedenken der Wähler im ländlichen Raum, deren tägliches Leben oft viele Meilen dazu beinhaltet, dass sie arbeiten oder in die Stadt gelangen.","Doch die Mehrheit im Repräsentantenhaus verhinderte den Vorstoß und reagierte damit auf die Bedenken von Abgeordneten aus ländlichen Gebieten, die Menschen vertreten, die im Alltag oft viele Meilen auf dem Weg zur Arbeit oder in die Stadt zurücklegen müssen."
"Stuttgart - ""When will it be summer again?"" was actually not the question on people's lips at the Killesberg Open-Air Theatre on Friday evening.","Stuttgart - ""Wann wird es wieder Sommer werden?"", nicht die Frage auf die Lippen im Killesberg Open-Air Theatre am Freitag Abend.","Stuttgart - ""Wann wird's mal wieder richtig Sommer?"" war eigentlich nicht die Frage am Freitagabend auf der Freilichtbühne Killesberg."
"The activist group, which has been tracking the death toll through a network of activists in Syria, said Thursday that 120,296 people have died.","Die aktivistische Gruppe, die die Verfolgung der Todesstrafe durch ein Netz von Aktivisten in Syrien verfolgt hat, sagte am Donnerstag, 120.296 Menschen wurden gestorben.","Die Aktivistengruppe, die über ein Netzwerk von Aktivisten in Syrien die Zahl der Toten verfolgt, erklärte am Donnerstag, 120.296 Menschen seien gestorben."
Mayor Erich Maier responded that the postal service had not communicated with Lampertheim.,"Buch Erich Maier antwortete, dass die Post nicht mit Lampertheim kommuniziert hat.","Bürgermeister Erich Maier antwortete, die Post habe nicht mit Lampertheim kommuniziert."
Here's my point: sometime soon growing anti-EU and anti-common currency feeling in Europe will coalesce to kill the euro.,"Hier ist mein Punkt: bald werden wir bald Antisemitismus und Antisemärsgefühle in Europa daran teilhaben, den Euro zu töten.","Dies ist der Punkt, auf den ich hinaus will: In nicht allzu ferner Zukunft wird das wachsende Ressentiment gegen die EU und die gemeinsame Währung sich zur Abschaffung des Euro zusammenfinden."
"Dick had 'God experiences', and his later books read like a mixture of the Book of Revelation and a computer manual.","Dick hatte ""Gotter Erfahrungen"" und seine späteren Bücher lesen wie eine Mischung aus Offset und eine Computeranleitung.","Dick hatte Gotteserlebnisse, seine späten Bücher lesen sich wie eine Mischung aus der Offenbarung des Johannes und einem Computer-Manual."
"Because fewer investments were made in the 2012 budgetary year than planned, the reserves also came in higher.","Da im Haushaltsjahr 2012 weniger investiert wurden als geplant, kamen die Reserven auch höher.","Da im Haushaltsjahr 2012 weniger Investitionen als geplant getätigt worden sind, ist auch die Rücklagenzuführung höher ausgefallen."
"Rather than being rattled by the U.S. government shutdown, investors kept their focus on what probably matters more: the Federal Reserve.","Anstatt von der US-Regierungsphase abzurücken, haben die Investoren ihren Fokus auf die Fragen geachtet, die wahrscheinlich mehr: die Federal Reserve.","Statt sich von der Zahlungsunfähigkeit der US-Regierung verunsichern zu lassen, konzentrierten sich Investoren auf das, was vermutlich mehr zählt: die Federal Reserve."
The crowning glory will be a visit to the Abendmahlskirche.,Der Kronprinzen wird ein Besuch der Abendmahlskirche sein.,Krönender Schlusspunkt ist dabei ein Besuch in der Abendmahlskirche.
"According to the proposal, parking fees are to be increased by 50 per cent.",Nach dem Vorschlag sollen die Parkgebühren um 50 Prozent erhöht werden.,Demnach sollen die Parkgebühren um 50 Prozent erhöht werden.
"He said the new media tribunal ""will always be biased because it's an extension of the government,"" and that restrictions on content and advertising would damage Kenya's place in the global economy.","Er sagte, das neue Mediengericht ""wird immer voreingenommen sein, weil es eine Verlängerung der Regierung"" ist, und dass Beschränkungen für Inhalt und Werbung den Platz Kenias in der Weltwirtschaft beschädigen würden.","Er sagte, das neue Medientribunal „wird immer voreingenommen sein, denn es ist ein verlängerter Arm der Regierung“, und Einschränkungen bei Inhalten und Werbung würden Kenias Stellung in der globalen Wirtschaft beschädigen."
"This finding, which was reflected across the sizes and major business groups, shows that business is pushing for a ""meaningful change"" that brings powers back to the UK.","Diese Feststellung, die sich quer durch Größen und große Unternehmensgruppen widerspiegelt, zeigt, dass die Geschäftstätigkeit nach einer ""Erwägungswiderlichkeit"" drängt, die die Befugnisse in das Vereinigte Königreich zurückbringt.","Diese Erkenntnis, die sich bei Unternehmen aller Größen und führenden Konzernen findet, zeigt, dass die Wirtschaft auf eine „sinnvolle Veränderung“ drängt, die das Heft des Handelns wieder nach Großbritannien bringt."
Is it because they can rub out the result if someone doesn't like it?,"Ist es denn sie, weil sie das Ergebnis reiben können, wenn jemand es nicht mag?","Verwendet man sie, weil man dann die Ergebnisse ausradieren kann, wenn sie einem nicht gefallen?"
You can't have a state government ripping out almost half-a-billion dollars and the Commonwealth put in $300 million and pretend it's a good news day.,Man kann keine Regierung haben fast halb Milliarden Dollar und das Commonwealth belaufen sich auf 300 Millionen Dollar und sollte ein guter Nachrichtenag auf sich sein.,"Es kann nicht sein, dass eine Staatsregierung beinahe eine halbe Milliarde Dollar aus dem System reißt und der Commonwealth 300 Million hineinsteckt und dann so tun, als seien das gute Nachrichten."
"Due to the low level of sunshine, from autumn until spring the village of Rjukan in the Vestfjord valley normally languishes in the shadows of the surrounding mountains.","Durch die niedrige Sonneneinsternsehen, vom Herbst bis zum Frühjahr im Dorf Rjukan im Tal von Vestfjord schmelzen sich normalerweise in den Schatten der umliegenden Berge.",Wegen des niedrigen Sonneneinfallgrades versinkt das im Vestfjord-Tal gelegene Rjukan von Herbst bis Frühling normalerweise im Schatten der umliegenden Berge.
"John Kerry says US spying has ""reached too far inappropriately"" in unprecedented admission","John Kerry sagt, die Spionage der USA habe ""sind zu viel unangemessen"" in der Einleitung nicht gekommen, als es zuviel wäre, ein Eintreten für eine beispiellose Zulassung zu erhalten.","John Kerry erklärt in einem beispiellosen Eingeständnis, die US-Spionage sei „unangemessen zu weit gegangen“"
"This would suit the young people of today, as it is not just about your career, but about having a meaningful job as well.","Das würde den heutigen jungen Leuten passen, denn es geht nicht nur um Ihre Karriere, sondern auch um eine sinnvolle Arbeit.","Das komme den jungen Leuten von heute entgegen, denen es nicht nur um Karriere, sondern um eine sinnerfüllte Arbeit gehe."
"If truth be told, Waltraud Ries, lives a dreamy life.","Wenn Wahrheit gesagt wird, Waltraud Ries, lebt ein träumendes Leben.",Eigentlich wohnt Waltraud Ries traumhaft.
"The mission involves placing a detector, consisting of two or three probes, in outer space.","Die Mission beinhaltet die Platzierung eines Detektors, bestehend aus zwei oder drei Sonden, in den äußeren Raum.","Die Mission sieht einen aus zwei oder drei Sonden bestehenden Detektor vor, der im All stationiert wird."
He helped conduct a 2001 study of 6- to 9-year-old girls that links body fat to the timing of puberty.,"Er hat 2001 eine Studie über 6- bis 9 Jahre alte Mädchen durchgeführt, die Körperfett zum Zeitpunkt der Pubertät verband.","Er unterstützte die Durchführung einer Studie im Jahr 2001 über Mädchen im Alter von sechs bis neun Jahren, die einen Zusammenhang zwischen Körperfett und dem Eintritt in die Pubertät herstellt."
"Alongside the materials familiar to us, from which stars, planets and life forms such as ourselves are composed, there exists dark matter, the gravitational force of which holds galaxies and galaxy clusters together, and dark energy, the effects of which accelerate the expansion of the universe.","Neben den uns bekannten Materialien, aus denen Sterne, Planeten und Lebensformen wie wir sind, existieren dunkle Materie, deren Gravitationskraft zusammenhält, und dunkle Energie, deren Wirkung die Expansion des Universums beschleunigt.","Neben der uns geläufigen Materie, aus der Sterne, Planeten und Lebewesen wie wir bestehen, gibt es Dunkle Materie, deren Schwerkraft Galaxien und Galaxienhaufen zusammenhält, und Dunkle Energie, durch deren Wirken sich die Expansion des Weltalls beschleunigt."
"The incident took place in Terminal 3. Eye witnesses reported seeing a shooter with a gun in one of the departure lounges, as was reported by several media.","Der Zwischenfall fand im Terminal 3. Eye-Zeugen berichteten, dass ein Schützeuger in einem der Abflugliegerliegen, wie mehrere Medien berichteten.","Der Vorfall ereignete sich in Terminal 3. Augenzeugen gaben an, einen Schützen mit einem Gewehr in einer der Abflughallen gesehen zu haben, wie mehrere Medien berichteten."
"If Europe's most powerful person can be targeted, then surely business leaders are also potential targets.","Wenn die mächtigste Person Europas zielgerichtet sein kann, dann sind die Führungskräfte auch potenzielle Ziele.","Wenn die mächtigste Person in Europa ins Visier geraten kann, dann sind mit Sicherheit auch Unternehmensleitungen potenzielle Ziele."
The US warns its own companies about economic espionage by other countries.,Die USA haben vor ihren eigenen Unternehmen Vorrang vor Wirtschaftspionage durch andere Länder.,Die USA warnen eigene Firmen vor Wirtschaftsspionage durch andere Länder.
"The decision has reignited painful memories for Perth mother June Corteen, who lost her 39-year-old twin daughters Jane and Jenny in the destruction unleashed by Patek and his co-conspirators almost a decade ago.","Die Entscheidung ist schmerzhaft, dass sich die Erinnerung an die Mutter Mann im Juni Corteen, die ihre 39-jährige Zwillingsstoßpferde verlor, und Jenny in der Zerstörung, die Patek und seine Karate vor fast einem Jahrzehnt entführt hat, hervorgerufen hat.","Die Entscheidung hat schmerzhafte Erinnerungen bei June Corteen geweckt, einer Mutter aus Perth, die ihre 39 Jahre alten Zwillingstöchter Jane und Jenny in der von Patek und seinen Mitverschwörern vor fast zehn Jahren angerichteten Verwüstung verloren hat."
"Unlike systems on Earth, it could also prove gravitational waves created during the Big Bang, and thus provide fresh knowledge regarding the origin of the cosmos.","Anders als auf der Erde Systeme könnte sie auch die Gravitationswellen, die während des Zentrums entstanden sind, nachweisen und somit frisches Wissen über die Herkunft des Kosmos liefern.","Er könnte im Gegensatz zu Anlagen auf der Erde auch Gravitationswellen nachweisen, die beim Urknall entstanden sind, und so neue Erkenntnisse über die Entstehung des Kosmos liefern."
It's an apparent continuation of Israel's campaign to keep arms from proliferating in the Mideast.,"Es ist eine offensichtliche Fortsetzung der israelischen Kampagne, Waffen vor der Verärgerung in der Mide zu bewahren.","Dies ist offenbar eine Fortsetzung der israelischen Kampagne, mit der die Verbreitung von Waffen im Nahen Osten verhindert werden soll."
"In addition, the Ultras were given the option of several different punishments - they now have until Tuesday to decide which one to accept.","Außerdem wurden die Ultras die Möglichkeit verschiedener Strafen erhalten, jetzt haben sie Dienstag zu entscheiden, welche eine zu akzeptieren.","Zudem wurden den Ultras verschiedene Möglichkeiten einer Bestrafung aufgezeigt - bis zum Dienstag haben diese nun Zeit, sich für eine zu entscheiden."
"""Once breasts begin to develop, it takes at least two to three years before menarche,"" said Kaplowitz, also author of ""Early Puberty in Girls: The Essential Guide to Coping with This Common Problem.""","""Einst einmal Brüste entwickelt, braucht es mindestens zwei bis drei Jahre vor Menarche"", sagte Kaplowitz, auch Autor von ""Early Puberty in Girls: The Essential Guide to Coping with This Common Problem"".","„Wenn die Entwicklung der Brüste beginnt, dauert es noch mindestens zwei bis drei Jahre bis zur Menarche“, sagte Kaplowitz, auch Autor des Buchs „Frühe Pubertät bei Mädchen: Der essentielle Ratgeber zum Umgang mit diesem häufig auftretenden Problem“."
"""Unless a player comes forward and expresses the desire to leave the club,"" explained Rangnick.","""Wenn kein Spieler nach vorne kommt und den Wunsch zum Ausdruck bringt, den Club zu verlassen"", erklärte Rangnick.","""Außer ein Spieler tritt mit dem Wunsch heran, dass er den Verein verlassen will"", stellte Rangnick klar."
"He gives his life to this organization, and his desire to help the Cameroon people is everlasting.","Er gibt seinem Leben dieser Organisation, und sein Wunsch, den Kamerun zu helfen, ist immerwährend.","Er widmet sein Leben dieser Organisation und sein Wunsch, dem kamerunischen Volk zu helfen, kennt keine Grenzen."
"In the days before the Kilbig Autumn Folk Festival, when the first renovation work was being carried out at the front of the school yard, a small corner wall with balustrades was installed to stabilise and relieve the static load on the old natural stone wall, which is more than one hundred years old.","In den Tagen vor dem Karikaturaustritt, als die erste Renovierungsarbeiten an der Spitze des Schulhofes durchgeführt wurden, wurde eine kleine Eckmauer mit Balustrades eingebaut, um die statische Belastung auf dem alten Natursteinwand, der mehr als einhundert Jahre alt ist, zu stabilisieren und zu lindern.","In den Tagen vor der Kilbig wurde bei den ersten Arbeiten der Sanierung des vorderen Schulhofes eine kleine Winkelmauer, zur Stabilisierung und statischen Entlastung der über einhundert Jahre alten Natursteinwand mit Balustrade eingebaut."
"A Chinese newspaper that made a front-page appeal for the release of a reporter accused of defamation is to be overhauled, a press regulator says.","Eine chinesische Zeitung, die einen Titel vorwiegend auf die Verleumdung beruhenden Aufruf zur Verleumdung gemacht hat, soll überarbeitet werden, sagt eine Presse-Regulierungsbehörde.","Eine chinesische Zeitung, die auf der Titelseite die Freilassung eines Reporters gefordert hatte, der wegen Diffamierung angeklagt worden war, solle reformiert werden, erklärte ein Presseregulator."
"Traditionally, the anniversary celebration is also always the fitting occasion to bestow honours.",Traditionell ist auch die Jubiläumsfeier immer die passende Gelegenheit zum Besten zu geben.,"Traditionell ist das Stiftungsfest auch immer die passende Festivität, um Ehrungen vorzunehmen."
"""We arrest individuals who've broken no law,"" says the government official.","""Wir Haftangebote, die kein Gesetz gebrochen haben"", sagt der Regierungsbeamt.","""Wir erfassen Individuen, die gegen keinerlei Gesetz verstoßen haben"", sagt der Chef der Behörde."
Beautiful animals and delicious tarts entice,Schöne Tiere und köstliche Tiere enthalten sind einzigartig in der Hand.,Schöne Tiere und leckere Torten locken
