input,candidate,reference
A 37-year-old car driver from Aachen was seriously injured in an accident on Thursday evening.,Ein 37-jähriger Autofahrer aus Aachen wurde am Donnerstagabend schwer verletzt.,Bei einem Unfall am Donnerstagabend ist ein 37-jähriger Pkw-Fahrer aus Aachen schwer verletzt worden.
"""Some people have life-endangering conditions that require surgery, but most kids do not,"" he said.","""Einige Leute haben Lebens- und Gefährlichkeitsbedingungen, die eine Operation erfordern, aber die meisten Kinder nicht,"" er sagte er.","„Manche Menschen haben lebensbedrohliche Erkrankungen, die einen chirurgischen Eingriff erforderlich machen, doch für die meisten Kinder gilt das nicht“, sagte er."
Thirty five other men involved in the racket were jailed for a total of 153 years for drugs offences.,Dreißig fünf weitere Männer wurden für eine Gesamtfläche von 153 Jahren für Drogenkriminalität verhaftet.,Fünfunddreißig weitere am Drogenhandel beteiligte´Personen wurden zu Gesamtstrafen von 153 Jahren wegen Drogendelikten verurteilt.
"In the evening, fans of brass band music will be in for a treat of their own.",Am Abend werden die Fans von Musikern aus der Musik zur Behandlung ihrer eigenen Musik geschrieben.,Abends kommen die Blasmusikfreunde auf ihre Kosten.
"According to a survey carried out by the Cloud Security Alliance, a trade body, some 10 per cent of non-US members cancelled plans to use a US-based cloud provider after revelations about the US Prism data mining programme.","Einer von der Weltsicherheitsfürsorge durchgeführten Umfrage, einer Handelsorganisation, werden von einem Handelsgefähr 10 Prozent der nicht-US-amerikanischen Mitglieder auf eine US-basierte Cloudbasierte Cloud-basierte Cloud-Anbieter verwendet.","Laut einer von der Cloud Security Alliance, einer Handelsinstitution, durchgeführten Umfrage verwarfen nach den Enthüllungen über die US-amerikanischen Data-Mining-Aktivitäten mit Prism etwa zehn Prozent der nicht in den USA ansässigen Mitglieder Pläne, einen amerikanischen Anbieter zu nutzen."
The Civil Aviation Safety Authority also said it was looking at the announcement but emphasised that restrictions on the use of electronic devices in critical phases of flight were still in place in Australia.,"Auch die Zivilluftfahrtbehörde hat gesagt, sie sei bemerkt, dass die Beschränkungen für die Nutzung elektronischer Geräte in kritischen Phasen des Flugverkehrs noch in Australien stattgefunden haben.","Die Flugsicherungsbehörde CASA erklärte ebenfalls, man werde sich die Ankündigung ansehen, betonte aber, dass die Einschränkungen bei der Nutzung elektronischer Geräte in kritischen Flugphasen in Australien nach wie vor gelten."
"If, as is very possible, anti-EU parties do well in these elections, such a bloc could dominate the European Parliament for the first time.","Wenn es sehr möglich ist, können Anti-EU-Parteien in diesen Wahlen gut tun, so dass ein solcher Block zum ersten Mal das Europäische Parlament dominieren kann.","Falls die Anti-EU-Parteien bei diesen Wahlen gut abschneiden – und das ist sehr gut möglich –, dann könnte erstmals ein solcher Block das Europäische Parlament dominieren."
"Secret Service whistleblower, Edward Snowden, has a fundamental interest in helping Germany clarify the increasingly explosive NSA espionage scandal.","Secret Service, Edward Snowden, hat ein grundlegendes Interesse daran, Deutschland zu helfen, die immer explosivereuterempolitische Spionage-Skandalerkandale deutlich zu machen.","Der Geheimdienst-Enthüller Edward Snowden hat prinzipielles Interesse, Deutschland bei der Aufklärung der immer brisanter werdenden NSA-Spähaffäre zu helfen."
And the Praetorium refers to the former Governor's Palace and the centre of power of the Roman Empire on the Rhine.,Und das Praetor bezieht sich auf den ehemaligen Gouverneur Palast und die Macht der römischen Reichen auf dem Rhein.,"Und beim Prätorium handelt es sich um den ehemaligen Statthalterpalast, das Machtzentrum des römischen Imperiums am Rhein."
"After the war, the French political elite saw the EU as a vehicle to keep Germany in check, and to give Paris equal billing in the world with Washington.","Nach dem Krieg sah die politische Elite Frankreichs die EU als Fahrzeug, um Deutschland zu halten, und um Paris gleichzeitig mit Washington gleichzusetzen.","Nach dem Krieg sah die politische Elite Frankreichs die EU als ein Vehikel, mit dem man Deutschland in Schach halten und Paris auf Augenhöhe mit Washington heben konnte."
"Nonetheless, Panitz is now looking to come up with the goods in Morsum and thus start a winning streak.",Dennoch ist Panitz nun auf die Waren in Morsum und damit auf einen Gewinn.,"Gleichwohl will Panitz nun nachlegen in Morsum, um eine Serie zu starten."
"Nevada is among several states now scrambling to find affordable technology that would allow the state to keep track of how many miles a car is being driven, but not exactly where and at what time.","Nevada ist ein Staatsbürger von mehreren Staaten, die sich jetzt bei der Suche nach erschwinglichen Technologien befinden, die es ermöglichen, die Spur davon zu überzeugen, wie viele Meilen ein Auto in den Fahrzeugen geplant wird, aber nicht wo und zu welchem Zeitpunkt.","Nevada gehört zu einer Reihe von Bundesstaaten, die nun nach erschwinglicher Technologie Ausschau halten, mit der der Staat die gefahrenen Kilometer erfassen kann, aber nicht genau wann und wo."
"After 20 days in the smoke, the ham is finally almost black.","Nach 20 Tagen im Rauch, der Schinken ist schließlich fast schwarz.",20 Tage im Rauch machen den Schinken schließlich fast schwarz.
Haslach: Scepticism visibly gives way to confidence,Haslach: Sündigkeitssyndizismus gibt dem Vertrauen entgegen.,Haslach: Skepsis weicht zusehends Zuversicht
A hollow-stream nozzle in the building was also used.,Ein hohles Düsen im Gebäude wurde ebenfalls benutzt.,Zum Einsatz kam auch im Gebäude ein Hohlstrahlrohr.
"A total of four road safety inspections were carried out and a roundabout was also considered, however, this idea was rejected on account of the narrowness of the Sulzbachweg/Kirchstrasse junctions.","Insgesamt wurden vier Straßeninspektionen durchgeführt, und ein Rundenverkehr wurde jedoch auch als Gedanke angegriffen, daß die Sulzbachweg/Kirchstraße abgeworfen wurde.","Insgesamt seien vier Verkehrsschauen durchgeführt worden, auch ein Kreisverkehr wurde angedacht, allerdings wegen der Enge in dem Kreuzungsbereich Sulzbachweg/Kirchstraße wieder verworfen."
"That is the ""Blade Runner"" problem.","Das ist das Problem der ""Blade Runner"" Probleme.","Das ist das ""Blade Runner""-Problem."
"The town, as the authority responsible for road construction, would then bear responsibility for this.","Die Stadt, als die Behörde für den Straßenbau, würde das dann auch tragen.",Die Verantwortung hierfür trage wiederum die Stadt als Straßenbaulastträgerin.
"From 2005 to 2007, he hosted a show on TV Land called ""Sit Down Comedy with David Steinberg.""","Von 2005 bis 2007 war er Gastgeber der TV Land Land ""Sit Comedy Comedy mit David Steinberg"".",Von 2005 bis 2007 moderierte er eine Fernsehsendung mit dem Titel „Sit Down Comedy with David Steinberg“ bei TV Land.
One visitor wants to know what CCAA means.,"Ein Besucher möchte, dass das, was CCAA bedeutet, heißt.","Was CCAA bedeutet, möchte eine Besucherin wissen."
To date they have never been proved to exist.,Bis heute wurde niemals vorhanden.,Nachgewiesen wurden sie bis heute nicht.
"""After all, I was the one who was insulted,"" emphasised the 46-year-old.","""Nach allem, was ich war, war ich, der beleidigt wurde"", betonte die 46 Jahre alte.","""Denn ich bin derjenige, der beleidigt wurde"", betonte der 46-Jährige."
"Why trade London's yoke for that of Brussels, especially now?","Warum ist der Londoner Yoke für die Brüsseler, vor allem jetzt?","Warum das Londoner Joch gegen das von Brüssel eintauschen, besonders jetzt?"
"To read Philip K. Dick means to get closer to the truth, time and time again.","To read Philip K. Dick bedeutet, mehr näher an die Wahrheit, Zeit und immer wieder zu gelangen.","Philip K. Dick lesen heißt, immer wieder, der Wahrheit näher zu kommen."
The vet said that if she became too exhausted and collapsed she would probably have fallen.,"Der Tierarzt sagte, dass, wenn sie zu erschöpft wäre und sie zusammenbrach, hätte sie wahrscheinlich gesunken.","Der Tierarzt erklärte, wenn die Erschöpfung zu groß geworden und sie zusammengebrochen wäre, wäre sie vermutlich abgestürzt."
"With larger instruments, astronomers could map planets similar to Earth and even analyse the composition of their atmospheres, and thus search for ""biomarkers"": gases that serve as an indicator for biological activity.","Bei größeren Instrumenten könnten Astronomen Planeten die Erde ähnlich wie die Erde und sogar die Analyse ihrer Atmosphären analysieren und somit auf ""Biomarken"" Gase dienen, die als Indikator für die biologische Aktivität dienen.","Mit größeren Instrumenten könnten die Astronomen erdähnliche Planeten abbilden und sogar die Zusammensetzung ihrer Atmosphären analysieren und so nach ""Biomarkern"" suchen: Gasen, die als Indiz für biologische Aktivität gelten."
"Over the coming days, a final decision is to be made by the Scientific Programme Committee.",In den kommenden Tagen soll ein endgültiger Beschluss vom Wissenschaftlichen Ausschuss für Wirtschaft und Währung gefasst werden.,In den nächsten Tagen soll eine endgültige Entscheidung durch das wissenschaftliche Programmkomitee fallen.
"He said the NotW used three ways to investigate stories: phone hacking, surveillance, and confrontation.","Er sagte, dass die Notwendigkeit drei Möglichkeiten, um Geschichten zu untersuchen: Telefonie, Überwachung und Konfrontation.","Er sagte, NotW verwende drei Verfahren, um Geschichten investigativ zu recherchieren: Telefon-Hacking, Überwachung und Konfrontation."
The previous silence was indeed a reaction to the events of previous days.,Die vorherige Stille war in der Tat eine Reaktion auf die Ereignisse der vorherigen Tage.,Das Schweigen zuvor war wohl eine Reaktion auf die Geschehnisse der vergangenen Tage.
Guillaume Nicloux's adaptation of Denis Diderot's novel boasts exceptional production design and period detail but is also heavier going than it should be.,Guillaume Nichols wurde von der Universität von Diderot entworfen und von der Kirche San Nicolás in der Stadt gehalten.,"Guillaume Nicloux' Adaption des Romans von Denis Diderot überzeugt mit außergewöhnlicher Produktionsausstattung und zeitgenössischen Details, ist allerdings auch schwerere Kost als nötig."
"The experience of Theresa Rütten, head of the citizen's Life in Old Age service in the State Capital, is also that 'the majority of old people in Stuttgart want to remain in their own homes for as long as possible'.","Die Erfahrung von The Rütten, Leiter des Lebens der Bürgerinnen und Bürger des Alten Zeitalters in der Staatshauptstadt Old Age, ist auch, dass die meisten alten Städte in Stuttgart ihre eigenen Wohnungen so lange wie möglich verwenden möchten.","'Die meisten alten Menschen in Stuttgart wollen so lange es geht in ihrer eigenen Wohnung bleiben', ist auch die Erfahrung von Theresa Rütten, der Leiterin des Bürgerservices Leben im Alter der Landeshauptstadt."
I've reached a point of political despair.,Ich habe einen politischen Verzweiflungsprozess erreicht.,Ich habe einen Punkt politischer Verzweiflung erreicht.
A mediation meeting comes to an end without resolution.,"Ein Vermittlungsverfahren kommt zu einem Ende, ohne dass es eine Lösung geben wird.",Ein Schlichtungstreffen geht ergebnislos zu Ende.
He said European leaders need to be honest with their own people about the kind of espionage programs they've used for years themselves.,"Er sagte, die europäischen Führer müssten ehrlich mit ihren eigenen Leuten über die Art von Spionageprogrammen selbst verfügen, die sie selbst selbst verwendet haben.","Er sagte, die europäischen Regierungen müssten ihrer Bevölkerung gegenüber ehrlich über die Art von Spionageprogrammen sein, die sie selbst seit Jahren einsetzten."
"""Left to themselves, politicians would bankrupt the country and take us back to hunting and gathering,"" he wrote.","""Hinzu kommt, dass Politiker das Land ruinieren und uns zur Jagd nach und sammelte"", schrieb er.","„Überlässt man Politiker sich selbst, führen sie das Land in den Bankrott und uns zurück in die Zeit der Jäger und Sammler“, kommentierte er."
"The court also upheld the remaining sections of the 2700 page law, and further held that the health care law's requirement that states increase Medicaid eligibility or else lose all federal Medicaid funding is not unconstitutionally coercive.","Das Gericht hat auch die restlichen Abschnitte der 27 Seiten Recht gehalten, und es wurde weitergegeben, dass die Anforderungen des Gesundheitswesens, dass die Staatsanleihenführungswachstum oder sonstige Förderung alle Bundesanhebungen nicht unverfälscht sind, ist nicht unbeabsichtigt.","Das Gericht bestätigte auch die restlichen Abschnitte des 2700 Seiten umfassenden Gesetzes und vertrat außerdem die Ansicht, die Vorgabe des Gesundheitsgesetzes, wonach Bundesstaaten entweder die Zugangsvoraussetzungen für Medicaid erweitern müssten oder ansonsten sämtliche staatlichen Medicaid-Förderungen gestrichen würden, sei nicht verfassungswidrig einschränkend."
Proctor does not have to travel far to buy food.,"Proctor kann keine Reise weitern, um Nahrungsmittel zu kaufen.",Weite Wege müsse Proctor für die Nahrungsmittelbeschaffung nicht gehen.
"Passengers often grumble about baggage charges and other fees, but airlines love them.","Fluggäste fahren oft auf Gepäck und andere Gebühren, aber die Liebhaber lieben es.","Passagiere schimpfen häufig über Gepäckzuschläge und andere Gebühren, doch Fluggesellschaften greifen gern darauf zurück."
"It had also ""instructed Yangcheng Evening News Group to undertake a complete rectification of New Express, and recommended they investigate the relevant responsible persons at New Express and immediately revise New Express's leadership team.""","Die New Yorks waren zunächst auf der Suche nach einem neuen College-Aktivitäts-Kampf-System, das sich auf die Verwendung von neuen und komplexen Nachrichten aus dem Bereich der New Deal zurückführen läßt.","Außerdem habe man „die Yangcheng Evening News Group angewiesen, eine vollständige Rektifizierung des Neuen Express vorzunehmen und empfohlen, die relevanten Verantwortlichen beim Neuen Express zu ermitteln und unverzüglich das Führungsteam des Neuen Express zu überprüfen.“"
"In 2009 leases for the Circular Quay enterprises, which earned the Obeids about $2.5 million annually, were renewed without going to public tender.","Im Jahr 2009 wurden die Zahlungen für die Circular Quay-Unternehmen, die die Obeiden jährlich um 2,5 Millionen Dollar erworben haben, ohne öffentliche Ausschreibungen erneut verlängert.","2009 wurden die Pachtverträge für die Unternehmen am Circular Quay, die den Obeids jährlich 2,5 Millionen Dollar einbrachten, ohne öffentliche Ausschreibung verlängert."
"""A job like this is not something you achieve overnight,"" said Gerster in praise of the annual financial statement.","""Eine solche Aufgabe ist nicht etwas, was Sie erreicht"", sagte Gerster in Lobes Lob der jährlichen Finanzbemerkung.","""So ein Werk schüttelt man nicht einfach aus dem Ärmel"", lobte Gerster mit Blick auf die Jahresrechnung."
"""There is no need for radical surgery when all you need to do is take an aspirin,"" said Randy Rentschler, the commission's director of legislation and public affairs.","""Es gibt keine radikale Chirurgie, wenn man alles braucht, um einen Aspirin zu tun"", sagt Randy Rentschler, der Gesetzgeber der Kommission und öffentliche Angelegenheiten.","„Es gibt keinen Grund für eine Operation, wenn ein Aspirin auch ausreicht“, erläutert Randy Rentschler, der Leiter für Gesetzgebung und öffentliche Angelegenheiten der Kommission."
"""There is currently a dangerous trend, with Mane and Alan being dubbed as 'divers',"" he said at a press conference in Salburg on Thursday, in defence of the two tricky offensive players.","""There is a riskations in the world's new, with Dick and Alan as ""divers"", he said at the Thursday where the world at Salburg on Thursday, on Thursday, the trick are the two players.","""Es gibt derzeit eine gefährliche Tendenz, dass Mane und Alan in die Kategorie Schwalbenkönige gedrängt werden"", nahm er die beiden Offensivwirbler am Donnerstag auf einer Pressekonferenz in Salzburg in Schutz."
"After losing out to Rockstar on the Nortel patents, Google went on to acquire Motorola Mobility for $12.5 billion, a deal driven partly by Motorola's library of patents.","Nachdem die US-amerikanische Schauspielerin ihre eigene Tochtergesellschaft mit dem Titel ""The Great Artist of the World"" (Sternen) verließ, konnte sie sich auf eine derartige Initiative zurückführen.","Nachdem es bei den Nortel-Patenten von Rockstar überboten wurde, erwarb Google Motorola Mobility für 12,5 Milliarden US-Dollar, ein Geschäft, das auch zum Teil von Motorolas Bibliothek an Patenten motiviert war."
"According to dictionaries, veganism is a sub-category of vegetarianism, yet the two do differ considerably.","Nach Wörterbüchern ist Veganer eine subkulturelle Vegetarismus, doch die beiden unterscheiden sich erheblich.","Der Veganismus ist laut Lexika dem Vegetarismus unterstellt, unterscheidet sich von diesem aber doch auf ganz erhebliche Weise."
"Over the next few days, the nursery schools and day care centres in Zollernalb district will be receiving mail.",In den nächsten Tagen werden die Kindergärten und die Tagesbetreuungszentren Zollbewohner Zollbewohner erhalten.,Die Kindergärten und Kindertagesstätten im Zollernalbkreis bekommen in diesen Tagen Post.
"That person will receive $250,000 to continue their extraordinary work.","Diese Person erhalten 250.000 Dollar, um ihre außergewöhnliche Arbeit fortzusetzen.",Der Sieger erhält 250.000 Dollar zur Fortsetzung seiner außergewöhnlichen Arbeit.
"""After many years, we have now reached an agreement with the International Nuclear Energy Authorities to clear up the differences from past years,"" wrote Foreign Minister Mohammed Dschawad Sarif on his Facebook page.","Nach vielen Jahren, wir haben nun eine Vereinbarung mit der Internationalen Atomenergiebehörde zur klaren Aufgabe gemacht, die Unterschiede aus der vergangenen Jahre zu verdeutlichen, schriebenen Außenminister Mohammed Dschadawad auf seiner Facebook-Seite.","""Nach Jahren habe man nun eine Einigung mit der Internationalen Atomenergiebehörde, um die Differenzen der letzen Jahre auszuräumen"", schrieb Außenminister Mohammed Dschawad Sarif auf seiner Facebookseite."
"The role-play ended with the words ""A restless spirit finally found rest and returned home forever"".","Die Rolle des Spiels endete mit den Worten ""Ein unruhiges Geist gefunden und stellte sich endlich wieder zu Hause.""","""Ein unruhiger Geist hatte endlich seine Ruhe gefunden und war für immer heimgegangen"", hieß es am Ende des Szenenspiels."
"And with poverty, they cannot enjoy their life.",Und mit Armut können sie ihr Leben nicht genießen.,"Und die Armut macht es unmöglich, das Leben zu genießen."
Activities will also be taking place in the museum workshop.,Aktivitäten werden auch im Museumswerk stattfinden.,In der Museumswerkstatt wird ebenfalls gewerkelt.
Airport building evacuated,Gefährliche Entwicklung des Luftverkehrs,Flughafen-Gebäude evakuiert
Here we attempted to look at it in other species.,"Hier versuchten wir, sie in andere Arten zu betrachten.","Hier haben wir versucht, uns dies bei anderen Spezies anzusehen."
"""We're pleased the FAA recognizes that an enjoyable passenger experience is not incompatible with safety and security,"" said Roger Dow, CEO of the U.S. Travel Association.","""Wir freuen uns, dass die FAA, die eine angenehme Erfahrung hat, nicht mit Sicherheit und Sicherheit kompatibel ist"", sagt Roger Dow, CEO des US-Reiseverbandes.","„Wir freuen uns, dass die FAA erkennt, dass ein angenehmes Passagiererlebnis nicht im Widerspruch zur Sicherheit steht“, sagte Roger Dow, CEO der U.S. Travel Association."
"Mayor Klumpp recalled that weather-related influences in the Spring and Autumn had repeatedly afflicted the original sports field, to such an extent that it could not be played on.",Der Name des Krieges war ein wichtiger Teil der Entwicklung des Künstlers.,"Bürgermeister Klumpp brachte in Erinnerung, dass immer wiederkehrende witterungsbedingte Einflüsse im Frühjahr und Herbst dem ursprünglichen Rasenplatz so zusetzten, dass er nicht bespielt werden konnte."
"She referred to sayings such as: ""Holzauge sei wachsam"" (keep your eyes peeled), ""wie Schuppen von den Augen fallen"" (like scales falling from one's eyes), ""ein Auge auf jemand werfen"" (to cast an eye on someone), ""den Seinen gibt's der Herr im Schlaf"" (good things come to some when they sleep) and ""seine Hände in Unschuld waschen"" (to wash one's hands of something).","Sie hat sich auch zu sagen: ""Holzauge sei wachsam"" (die Augen von den Augen von den Augen verloren) einigermaßen wie ein Auf jemand, der auf jemand verkauft werden will (auf Seinen Augen), einem Affen-Aufsichtsort), einem Segen der Herr Imlang (Titel) im Herr Imlang der Schlafendeschlachten (Nachfolger) und einer Hündin (das ist eine der wenigen) zu schlagen, und sie schlägt sie auf die Hände von „d.h.","Sie nannte Sprichwörter wie: Holzauge sei wachsam, wie Schuppen von den Augen fallen, ein Auge auf jemand werfen, den Seinen gibt's der Herr im Schlaf, seine Hände in Unschuld waschen."
"In the end, it was the endurance of the Maier/Bronner team that decided the final match.","Am Ende war es die Ausdauer des Maier/Bronners, der das letzte Match entschied.",Am Ende entschied die Ausdauer vom Team Maier/Bronner das letzte Match.
"This is almost ten times as many as in Germany, although with a population of 82 million people, Germany has a much higher number of residents than South Africa (50 million).","Diese Bevölkerungszahl beträgt fast zehn Mal so viel wie in Deutschland, obwohl sich die Bevölkerungszahl von 82 Millionen Menschen ausdehnt, deutlich höher als in Südafrika (50 Millionen).","Das sind fast zehnmal so viel wie in Deutschland, das aber mit 82 Millionen Menschen deutlich mehr Einwohner hat als Südafrika (50 Millionen)."
"""I find it wonderful that in America, myth and folklore already has a part in education,"" he said.","""Ich finde es wunderbar, dass in Amerika, Mythos und Folklore bereits eine Rolle in der Bildung"", sagte er.","„Ich finde es wundervoll, dass in Amerika Mythen und Folklore bereits Teil der Bildung sind“, sagte er."
"There aren't many doctors in the west African country; just one for every 5,000 people","Es gibt nicht viele Ärzte im afrikanischen Land, nur eine für alle 5 000 Menschen.","In dem westafrikanischen Land gibt es nicht viele Ärzte, nur einen für 5.000 Menschen"
The letter was purported to have been worded as follows:,Der Brief wurde wie folgt aufgezeigt:,Das Schreiben hat nach einer von Ströbele verbreiteten Übersetzung folgenden Wortlaut:
"US President Barack Obama is being kept informed of the situation, said White House spokesperson Jay Carney.","US-Präsident Barack Obama wird über die Lage informiert, sagte White House- Jay Carney.","US-Präsident Barack Obama werde laufend über die Lage informiert, sagte der Sprecher des Weißen Hauses, Jay Carney."
Australian airline passengers will need to continue turning off their tablets and smart phones during take-off and landing despite moves in the US to loosen regulations covering the devices.,"Die Fluggesellschaft der USA muss ihre Tabletten und Smartphones weiterhin abnehmen und sich bewegen, trotz der in den USA geltenden Vorschriften, die sich bei den US-amerikanischen Geräten zur Regulierung der Geräte bewegen, auf.","Australische Flugpassagiere müssen auch weiterhin Tablets und Smartphones bei Start und Landung abschalten, trotz Bemühungen in den USA, die Regelungen für derartige Geräte zu lockern."
"This is with regard to the quality of the products that are offered here, as well as the team and the fantastic setting on the Opschlag in Kleve.","Das ist auch bei der Qualität der angebotenen Produkte, wie auch bei der Mannschaft und dem fantastischen Einstieg in Kleve.","In Bezug auf die Qualität der Produkte, die hier geboten werden, ebenso, wie auf das Team und die schöne Umgebung am Opschlag in Kleve."
"On 22 October 1913, Hansjakob returned home to his childhood paradise, to his Freihof.","Am 22. Oktober 1913 kehrte Hansjak wieder zu seinem Kindesparadies, zu seinem Freihof.","Am 22. Oktober 1913 kommt Hansjakob heim in seinen Kinderhimmel, in seinen Freihof."
Or search for planets similar to the Earth and thus perhaps discover extraterrestrial life?,Oder suchen nach Planeten wie zum Beispiel die Planeten Erde und damit vielleicht auch die Erde außerirdischen Lebensstil?,Oder nach erdähnlichen Planeten fahnden und damit vielleicht außerirdisches Leben entdecken?
"Now at 29, Katie is married and at the University of Pennsylvania, a resident in child psychiatry.","Jetzt ist 29, Katie verheiratet und an der Universität von Pennsylvania, einem in der Kindheit Kinder-Kind.",Heute ist Katie 29 und verheiratet; sie arbeitet an der University of Pennsylvania als Mitarbeiterin in der Kinderpsychiatrie.
"Around 80 participants came to the Gemeindehalle (community hall) to have the planned measures explained to them, to express their concerns and submit ideas.","Rund 80 Teilnehmer kamen zur Gemeindeindehalle (Gemeinde) zu den geplanten Maßnahmen, um ihre Besorgnisse und Anregungen zu äußern.","Rund 80 Teilnehmer waren in die Gemeindehalle gekommen, um sich die geplanten Maßnahmen erklären zu lassen, Fragen zu stellen, Bedenken zu äußern und Ideen einzubringen."
"This venue will be completed and inaugurated in the anniversary year, with the official date set for the last weekend in September, on 27 and 28 September.","Dieser Ort wird im Jahr 2010 fertig gestellt und wird im Jubiläum mit dem offiziellen Datum für das letzte Wochenende, am 27. und 28. September, eingeweiht.","Diese wird im Jubiläumsjahr fertig und eingeweiht, der offizielle Termin ist am letzten Septemberwochenende, am 27. und 28. September."
"""The local authorities are satisfied,"" emphasised Maier.","""Die örtlichen Behörden sind zufrieden"", betonte Maier.","""Die Gemeinde ist zufrieden"", betont Maier."
I was sterilized at birth -- and no one ever told me.,Ich war bei der Geburt sterilisierung – und niemand hat mir jemals erzählt.,Ich wurde bei meiner Geburt sterilisiert – und keiner hat mir das jemals gesagt.
Parking in Frankfurt could soon be noticeably more expensive.,The staff were very friendly and helpful.,Parken in Frankfurt könnte bald empfindlich teurer werden.
"For Bwelle, the near-constant workload isn't a hardship.",Für Bewelle ist die Nährstoffarbeit nicht mehr so häufig.,Für Bwelle ist die beinahe ständige Arbeit keine Belastung.
We wish to apologise to all ticket holders for any inconvenience this has caused.,"Wir möchten mich bei allen Flugtickets entschuldigen, die diese Unannehmlichkeiten aufweisen.",Wir entschuldigen uns bei allen Ticketinhabern für die hierdurch entstandenen Unannehmlichkeiten.
His choir colleagues presented him with a German Choral Association certificate and an engraved pewter plate.,Seine Chorcholz präsentierte ihn mit einem deutschen Chorverband und einem Tellerplatten.,Seine Sängerkollegen überreichten ihm die Urkunde des deutschen Chorverbandes sowie einen gravierten Zinnteller.
"For any miniature detectives, the open air museum will be offering a mystery tour through the museum on Saturday and Sunday, at midday and 2.00 p.m. respectively.","Für jede Kleinbauern wird das offene Museum für das Museum ein Rätsel am Samstag und Sonntag, um 14.00 Uhr und am Mittag um 14.00 Uhr eine Rätsel anbieten.","Für alle kleinen Detektive bietet das Freilichtmuseum am Samstag und am Sonntag, jeweils um 12 und 14 Uhr, eine Rätselführung durch das Museum an."
They measured the pets' heart rates and analysed their behaviour.,Sie messen die Herzkräfte des Haustierens und analysieren ihr Verhalten.,Sie maßen die Herzfrequenz der Vierbeiner und analysierten das Verhalten.
The coffee afternoon is now held in the St. Josef nursing home.,Der Kaffee Nachmittag findet jetzt im St. Josef Pflegeheim statt.,Mittlerweile findet dieser Nachmittag im Pflegeheim St. Josef statt.
Germany became the first European nation to recognize a third gender for babies born with ambiguous genitalia.,"Deutschland wurde zum ersten europäischen Nationalismus, der ein Drittel geboren ist, der geboren mit einer unkonventionellen Genitalien geboren ist.","Deutschland ist die erste europäische Nation, in der ein drittes Geschlecht für Kinder anerkannt ist, die mit nicht eindeutigen Genitalien geboren wurden."
"Though the outcome of my efforts has been demonstrably positive, my government continues to treat dissent as defection, and seeks to criminalize political speech with felony charges that provide no defence.","Obwohl das Ergebnis meiner Bemühungen nachweislich positiv aufweist, behauptet meine Regierung weiterhin, dass sie als abscheulichendes Abenteuer behandelt und mit Redrosparenden Reden kriminellen Reden kriminalisiert, die keine Verteidigung zur Verteidigung bringen.","Obwohl das Ergebnis meiner Bemühungen nachweislich positiv war, behandelt meine Regierung Dissens nach wie vor als Treuebruch und strebt danach, politische Meinungsäußerung zu kriminalisieren und unter Anklage zu stellen."
"Among other requirements, the towns and municipalities applying for the subsidies must levy certain municipal rates.","Unter anderem müssen die Städte und Gemeinden, die für die Subventionen anwenden, eine gewisse kommunalen Sätze erlassen.","Unter anderem müssen die Städte und Gemeinden, die Zuschüsse beantragen, bestimmte Hebesätze vorweisen."
Miranda Kerr and Orlando Bloom are parents to two-year-old Flynn.,Miranda Kerr und Orlando sind Eltern zwei Jahre alte Flynn.,Miranda Kerr und Orlando Bloom sind Eltern des zweijährigen Flynn.
I am eager to earn your confidence back.,"Ich bin gespannt, dass Sie Ihr Vertrauen wieder zurückbekommen haben.","Ich bin entschlossen, Ihr Vertrauen zurückzugewinnen."
"Most of all, the manner in which the team is playing is impressive.","Vor allem die Art und Weise, in der das Team spielt, beeindruckt.","Vor allem die Art und Weise, wie die Mannschaft spielt, ist beeindruckend."
The railway system was equipped in such a way that electrically powered carts could be used on it.,"Das Eisenbahnsystem wurde so ausgerüstet, dass elektrisch betriebene Fahrzeuge daran ausgetauscht werden konnten.","Die Gleisanlage war so ausgestattet, dass dort elektrisch betriebene Wagen eingesetzt werden konnten."
Can ham bought in a supermarket be as good as a quality product?,Kann Schinken in einem Supermarkt so gut wie ein Qualitätsprodukt gekauft werden?,"Kann Schinken, den man in jedem Supermarkt bekommt, also ein Qualitätsprodukt sein?"
"No classified information is in danger, the spokesperson said.","Es gibt keine Informationen, die in Gefahr geraten sind, der Sprecherin sagte.","Geheime Informationen seien nicht in Gefahr, so der Sprecher."
"An exasperated Sebelius uttered that phrase, caught by a hot mic, to an aide seated behind her at yesterday's House hearing following a contentious exchange with Rep. Billy Long, R-Mo., over whether she should be required to enroll in Obamacare.","Ein verrückter Sebelius, der sich mit einem heißen micronen auf einem Platz gefangen nahm, der sich gestern im Hörvermögen eingesperrt hatte, nach einem umstrittenen Austausch mit Rep.","Dieser Ausspruch einer aufgebrachten Sebelius zu einem hinter ihr sitzenden Berater bei der gestrigen Anhörung im Repräsentantenhaus wurde nach einem Streitgespräch mit dem republikanischen Abgeordneten Billy Long aus Missouri aufgenommen. Dabei ging es darum, ob sie zur Teilnahme an Obamacare verpflichtet sein sollte."
Television footage revealed how numerous ambulances and police cars arrived at a terminal.,"Das Fernsehen hat gezeigt, wie zahlreiche Krankenfahrzeuge und Polizisten an einem Terminal kamen.","Auf Fernsehbildern war zu sehen, wie zahlreiche Kranken- und Polizeiwagen vor einem Terminal vorfuhren."
